2008	The Cottage	the-cottage-2008	2019-12-06 08:27:27	https.//Pelis_y_series/imágenes/the-cottage-2008_Carátula grande.jpg	Carátula grande
2020	Cicliste per Caso - Grizzly Tour	cicliste-per-caso-grizzly-tour-2020	2021-05-22 01:46:10	https.//palomitas.com/películas/cicliste-per-caso-grizzly-tour-2020_Carátula pequeña.jpg	Carátula pequeña
1973	Redneck	redneck-1973	2020-12-24 00:00:12	https.//palomitas.com/películas/redneck-1973_Poster.jpg	Poster
2022	Press Play	press-play-2022	2022-06-24 02:49:57	https.//Pelis_y_series/imágenes/press-play-2022_Poster.jpg	Poster
2019	Elf Pets: Santa's Reindeer Rescue	elf-pets-santas-reindeer-rescue-2019	2020-11-02 00:57:39	https.//Movie_covers.com/elf-pets-santas-reindeer-rescue-2019_Carátula pequeña.jpg	Carátula pequeña
1954	Dial M for Murder	dial-m-for-murder-1954	2015-10-31 22:57:19	https.//Pelis_y_series/imágenes/dial-m-for-murder-1954_Carátula grande.jpg	Carátula grande
1958	The Case Against Brooklyn	the-case-against-brooklyn-1958	2022-06-04 09:28:54	https.//foro_pelis.es/carátulasthe-case-against-brooklyn-1958_Carátula pequeña.jpg	Carátula pequeña
2016	The Girl with All the Gifts	the-girl-with-all-the-gifts-2016	2017-01-18 03:27:44	https.//Pelis_y_series/imágenes/the-girl-with-all-the-gifts-2016_Poster.jpg	Poster
2017	Baby Bump(s)	baby-bumps-2017	2022-07-15 07:15:12	https.//cinemanía.com/imágenes/baby-bumps-2017_Carátula_mediana.jpg	Carátula_mediana
1980	Night of the Demon	night-of-the-demon-1980	2022-02-02 15:51:43	https.//palomitas.com/películas/night-of-the-demon-1980_Carátula pequeña.jpg	Carátula pequeña
2013	An Ethics Lesson	an-ethics-lesson-2013	2021-05-18 10:53:31	https.//foro_pelis.es/carátulasan-ethics-lesson-2013_Carátula grande.jpg	Carátula grande
1954	Creature from the Black Lagoon	creature-from-the-black-lagoon-1954	2019-08-04 20:51:28	https.//palomitas.com/películas/creature-from-the-black-lagoon-1954_Poster.jpg	Poster
2021	The Box	the-box-2021	2021-06-01 10:42:45	https.//forummovies.org/covers/the-box-2021_Carátula_mediana.jpg	Carátula_mediana
2017	Outrage Coda	outrage-coda-2017	2018-04-28 21:59:16	https.//Movie_covers.com/outrage-coda-2017_Carátula_mediana.jpg	Carátula_mediana
1991	Dutch	dutch-1991	2019-06-12 20:36:47	https.//moviemania/covers/dutch-1991_Carátula pequeña.jpg	Carátula pequeña
2004	Kamikaze Girls	kamikaze-girls-2004	2020-05-04 20:31:06	https.//palomitas.com/películas/kamikaze-girls-2004_Carátula grande.jpg	Carátula grande
1976	Satan's Slave	satans-slave-1976	2019-09-23 18:22:55	https.//forummovies.org/covers/satans-slave-1976_Carátula pequeña.jpg	Carátula pequeña
1941	Puddin' Head	puddin-head-1941	2020-04-27 20:44:45	https.//foro_pelis.es/carátulaspuddin-head-1941_Carátula_mediana.jpg	Carátula_mediana
1952	Plymouth Adventure	plymouth-adventure-1952	2020-06-14 11:42:04	https.//palomitas.com/películas/plymouth-adventure-1952_Carátula pequeña.jpg	Carátula pequeña
2013	The House Across the Street	the-house-across-the-street-2013	2020-12-12 00:02:31	https.//Pelis_y_series/imágenes/the-house-across-the-street-2013_Carátula_mediana.jpg	Carátula_mediana
2014	The Blackout	the-blackout-2014	2021-02-12 23:00:46	https.//forummovies.org/covers/the-blackout-2014_Carátula pequeña.jpg	Carátula pequeña
2019	A Dog Barking at the Moon	a-dog-barking-at-the-moon-2019	2021-07-18 15:34:01	https.//forummovies.org/covers/a-dog-barking-at-the-moon-2019_Carátula grande.jpg	Carátula grande
2021	Twas the Night	twas-the-night-2021	2021-12-03 09:50:13	https.//forummovies.org/covers/twas-the-night-2021_Carátula grande.jpg	Carátula grande
2022	A Splash of Love	a-splash-of-love-2022	2022-08-06 13:03:39	https.//cinemanía.com/imágenes/a-splash-of-love-2022_Carátula_mediana.jpg	Carátula_mediana
2006	Longford	longford-2006	2022-02-12 04:04:55	https.//forummovies.org/covers/longford-2006_Carátula grande.jpg	Carátula grande
2018	Made in Italy	made-in-italy-2018	2018-07-17 05:05:06	https.//cinemanía.com/imágenes/made-in-italy-2018_Carátula_mediana.jpg	Carátula_mediana
2013	Breakin L.A.	breakin-l-a-2013	2020-09-12 04:05:13	https.//forummovies.org/covers/breakin-l-a-2013_Poster.jpg	Poster
2014	Love Again	love-again-2022	2020-10-07 22:21:36	https.//moviemania/covers/love-again-2022_Carátula grande.jpg	Carátula grande
2014	Mr. Miracle	mr-miracle-2014	2021-09-23 16:05:03	https.//palomitas.com/películas/mr-miracle-2014_Carátula grande.jpg	Carátula grande
1962	The Stress of Youth	the-stress-of-youth-1962	2021-01-08 18:09:24	https.//forummovies.org/covers/the-stress-of-youth-1962_Carátula pequeña.jpg	Carátula pequeña
2016	Pride and Prejudice and Zombies	pride-and-prejudice-and-zombies-2016	2016-05-18 15:09:35	https.//Movie_covers.com/pride-and-prejudice-and-zombies-2016_Carátula_mediana.jpg	Carátula_mediana
2006	S@motnosc w sieci	smotnosc-w-sieci-2006	2021-09-07 23:51:44	https.//palomitas.com/películas/smotnosc-w-sieci-2006_Carátula pequeña.jpg	Carátula pequeña
2000	Out Live	out-live-2000	2021-08-27 16:12:35	https.//palomitas.com/películas/out-live-2000_Carátula pequeña.jpg	Carátula pequeña
2018	A Boy Called Sailboat	a-boy-called-sailboat-2018	2019-04-14 00:37:49	https.//moviemania/covers/a-boy-called-sailboat-2018_Poster.jpg	Poster
2020	Ben Platt Live from Radio City Music Hall	ben-platt-live-from-radio-city-music-hall-2020	2020-08-23 10:34:33	https.//moviemania/covers/ben-platt-live-from-radio-city-music-hall-2020_Carátula grande.jpg	Carátula grande
2021	Strange Company	strange-company-2021	2021-07-23 19:08:25	https.//Pelis_y_series/imágenes/strange-company-2021_Carátula pequeña.jpg	Carátula pequeña
2019	The Silence of the Marsh	the-silence-of-the-marsh-2019	2020-04-23 02:26:48	https.//palomitas.com/películas/the-silence-of-the-marsh-2019_Carátula pequeña.jpg	Carátula pequeña
1965	Thunderball	thunderball-1965	2018-10-01 07:09:14	https.//moviemania/covers/thunderball-1965_Carátula pequeña.jpg	Carátula pequeña
1981	Nobody's Perfekt	nobodys-perfekt-1981	2020-01-23 17:41:08	https.//foro_pelis.es/carátulasnobodys-perfekt-1981_Poster.jpg	Poster
1989	The Phantom of the Opera	the-phantom-of-the-opera-1989	2015-11-01 03:11:15	https.//foro_pelis.es/carátulasthe-phantom-of-the-opera-1989_Carátula_mediana.jpg	Carátula_mediana
2021	4 Kings	4-kings-2021	2022-05-29 02:23:28	https.//cinemanía.com/imágenes/4-kings-2021_Carátula_mediana.jpg	Carátula_mediana
1994	River of Grass	river-of-grass-1994	2016-05-04 16:04:05	https.//moviemania/covers/river-of-grass-1994_Poster.jpg	Poster
2014	Northmen - A Viking Saga	northmen-a-viking-saga-2014	2015-11-01 01:25:39	https.//forummovies.org/covers/northmen-a-viking-saga-2014_Carátula grande.jpg	Carátula grande
1966	Kiganjo No Boken (1966)	kiganjo-no-boken-1966-1966	2022-03-23 16:01:18	https.//palomitas.com/películas/kiganjo-no-boken-1966-1966_Carátula grande.jpg	Carátula grande
2014	Gutshot Straight	gutshot-straight-2014	2015-10-31 23:47:29	https.//foro_pelis.es/carátulasgutshot-straight-2014_Carátula pequeña.jpg	Carátula pequeña
1954	Carnival Story	carnival-story-1954	2022-01-19 22:13:53	https.//cinemanía.com/imágenes/carnival-story-1954_Carátula pequeña.jpg	Carátula pequeña
2008	Hell Ride	hell-ride-2008	2015-10-31 23:54:24	https.//forummovies.org/covers/hell-ride-2008_Carátula_mediana.jpg	Carátula_mediana
2018	Rwanda	rwanda-2018	2021-04-21 18:56:02	https.//forummovies.org/covers/rwanda-2018_Carátula grande.jpg	Carátula grande
2018	Home by Spring	home-by-spring-2018	2020-08-19 12:37:41	https.//Pelis_y_series/imágenes/home-by-spring-2018_Carátula pequeña.jpg	Carátula pequeña
2018	Wasted Talent	wasted-talent-2018	2019-03-11 12:00:21	https.//cinemanía.com/imágenes/wasted-talent-2018_Carátula grande.jpg	Carátula grande
2018	Hell House LLC II: The Abaddon Hotel	hell-house-llc-ii-the-abaddon-hotel-2018	2018-09-24 03:21:57	https.//forummovies.org/covers/hell-house-llc-ii-the-abaddon-hotel-2018_Carátula pequeña.jpg	Carátula pequeña
2019	Tower of Silence	tower-of-silence-2019	2019-12-03 21:29:06	https.//foro_pelis.es/carátulastower-of-silence-2019_Poster.jpg	Poster
2015	Letter Never Sent	letter-never-sent-2015	2020-12-31 07:33:27	https.//palomitas.com/películas/letter-never-sent-2015_Carátula grande.jpg	Carátula grande
2019	4x4	4x4-2019	2021-02-04 10:12:00	https.//palomitas.com/películas/4x4-2019_Carátula grande.jpg	Carátula grande
1999	All About My Mother	all-about-my-mother-1999	2020-03-12 10:28:19	https.//moviemania/covers/all-about-my-mother-1999_Carátula_mediana.jpg	Carátula_mediana
2014	The Case Against 8	the-case-against-8-2014	2022-06-06 19:51:09	https.//Pelis_y_series/imágenes/the-case-against-8-2014_Carátula pequeña.jpg	Carátula pequeña
2016	Ceresia	ceresia-2016	2020-07-21 13:58:38	https.//foro_pelis.es/carátulasceresia-2016_Carátula_mediana.jpg	Carátula_mediana
2015	True Story	true-story-2015	2015-11-01 03:48:38	https.//cinemanía.com/imágenes/true-story-2015_Carátula_mediana.jpg	Carátula_mediana
2019	Always Miss You	always-miss-you-2019	2020-11-17 00:23:01	https.//Pelis_y_series/imágenes/always-miss-you-2019_Carátula_mediana.jpg	Carátula_mediana
2013	CrazySexyCool: The TLC Story	crazysexycool-the-tlc-story-2013	2021-03-09 19:04:06	https.//foro_pelis.es/carátulascrazysexycool-the-tlc-story-2013_Poster.jpg	Poster
2017	Vikram Vedha	vikram-vedha-2017	2020-05-11 07:25:44	https.//foro_pelis.es/carátulasvikram-vedha-2017_Carátula pequeña.jpg	Carátula pequeña
1988	Welcome to Germany	welcome-to-germany-1988	2022-06-14 14:01:17	https.//cinemanía.com/imágenes/welcome-to-germany-1988_Poster.jpg	Poster
2016	La permanence	la-permanence-2016	2022-07-02 09:33:59	https.//Pelis_y_series/imágenes/la-permanence-2016_Carátula_mediana.jpg	Carátula_mediana
2010	The Big 4: Live from Sofia, Bulgaria	the-big-4-live-from-sofia-bulgaria-2010	2020-03-24 00:15:16	https.//palomitas.com/películas/the-big-4-live-from-sofia-bulgaria-2010_Carátula pequeña.jpg	Carátula pequeña
2019	The Projectionist	the-projectionist-2-2019	2021-08-18 01:43:16	https.//forummovies.org/covers/the-projectionist-2-2019_Poster.jpg	Poster
2021	Phobias	phobias-2021	2021-03-19 06:16:14	https.//Movie_covers.com/phobias-2021_Poster.jpg	Poster
1998	Stepmom	stepmom-1998	2019-06-13 09:35:47	https.//foro_pelis.es/carátulasstepmom-1998_Carátula grande.jpg	Carátula grande
1962	A Kind of Loving	a-kind-of-loving-1962	2021-06-29 01:40:31	https.//moviemania/covers/a-kind-of-loving-1962_Carátula pequeña.jpg	Carátula pequeña
2013	Case of Kyoko, Case of Shuichi	case-of-kyoko-case-of-shuichi-2013	2022-01-18 00:01:35	https.//forummovies.org/covers/case-of-kyoko-case-of-shuichi-2013_Carátula grande.jpg	Carátula grande
2005	Houdini: Unlocking the Mystery	houdini-unlocking-the-mystery-2005	2022-08-22 23:56:24	https.//moviemania/covers/houdini-unlocking-the-mystery-2005_Carátula pequeña.jpg	Carátula pequeña
2020	The Council	the-council-2020	2021-01-19 10:03:44	https.//foro_pelis.es/carátulasthe-council-2020_Carátula grande.jpg	Carátula grande
2016	Our Kind of Traitor	our-kind-of-traitor-2016	2016-09-05 01:51:11	https.//palomitas.com/películas/our-kind-of-traitor-2016_Carátula grande.jpg	Carátula grande
1975	Night of the Howling Beast	night-of-the-howling-beast-1975	2018-04-10 02:17:03	https.//Pelis_y_series/imágenes/night-of-the-howling-beast-1975_Poster.jpg	Poster
1939	Beach Picnic	beach-picnic-1939	2021-05-10 12:12:18	https.//foro_pelis.es/carátulasbeach-picnic-1939_Carátula grande.jpg	Carátula grande
1973	Detroit 9000	detroit-9000-1973	2021-11-09 23:52:49	https.//palomitas.com/películas/detroit-9000-1973_Carátula_mediana.jpg	Carátula_mediana
1925	The Phantom of the Opera	the-phantom-of-the-opera-1925	2021-03-12 17:17:12	https.//palomitas.com/películas/the-phantom-of-the-opera-1925_Carátula grande.jpg	Carátula grande
2004	Christmas with the Kranks	christmas-with-the-kranks-2004	2020-04-13 11:39:29	https.//foro_pelis.es/carátulaschristmas-with-the-kranks-2004_Carátula grande.jpg	Carátula grande
2011	Immortals	immortals-2011	2015-11-01 00:12:40	https.//forummovies.org/covers/immortals-2011_Carátula pequeña.jpg	Carátula pequeña
2016	Frankenstein Created Bikers	frankenstein-created-bikers-2016	2020-03-12 00:47:29	https.//palomitas.com/películas/frankenstein-created-bikers-2016_Carátula pequeña.jpg	Carátula pequeña
2007	The Number 23	the-number-23-2007	2022-04-15 17:06:13	https.//Pelis_y_series/imágenes/the-number-23-2007_Carátula grande.jpg	Carátula grande
1984	Little House: Bless All the Dear Children	little-house-bless-all-the-dear-children-1984	2021-03-08 03:31:58	https.//Movie_covers.com/little-house-bless-all-the-dear-children-1984_Carátula grande.jpg	Carátula grande
1960	When a Woman Ascends the Stairs	when-a-woman-ascends-the-stairs-1960	2019-06-02 03:18:29	https.//moviemania/covers/when-a-woman-ascends-the-stairs-1960_Carátula pequeña.jpg	Carátula pequeña
1965	War and Peace	war-and-peace-1965	2021-04-13 13:46:56	https.//Pelis_y_series/imágenes/war-and-peace-1965_Poster.jpg	Poster
2021	Clifford the Big Red Dog	clifford-the-big-red-dog-2021	2021-11-10 22:42:04	https.//moviemania/covers/clifford-the-big-red-dog-2021_Carátula pequeña.jpg	Carátula pequeña
1957	The Brothers Rico	the-brothers-rico-1957	2021-10-03 06:33:47	https.//moviemania/covers/the-brothers-rico-1957_Carátula_mediana.jpg	Carátula_mediana
2010	Beneath Hill 60	beneath-hill-60-2010	2015-10-31 21:52:49	https.//palomitas.com/películas/beneath-hill-60-2010_Poster.jpg	Poster
2010	Wall Street: Money Never Sleeps	wall-street-money-never-sleeps-2010	2015-11-01 04:00:49	https.//moviemania/covers/wall-street-money-never-sleeps-2010_Carátula pequeña.jpg	Carátula pequeña
2009	Hachi: A Dog's Tale	hachi-a-dogs-tale-2009	2015-10-31 23:47:39	https.//palomitas.com/películas/hachi-a-dogs-tale-2009_Carátula_mediana.jpg	Carátula_mediana
2019	Own the Sky	own-the-sky-2019	2021-06-30 01:56:13	https.//forummovies.org/covers/own-the-sky-2019_Carátula_mediana.jpg	Carátula_mediana
2017	The Gaelic King	the-gaelic-king-2017	2019-03-03 13:47:14	https.//moviemania/covers/the-gaelic-king-2017_Poster.jpg	Poster
2014	Mrs. Brown's Boys D'Movie	mrs-browns-boys-dmovie-2014	2015-11-01 01:16:52	https.//moviemania/covers/mrs-browns-boys-dmovie-2014_Carátula pequeña.jpg	Carátula pequeña
2020	Mystery 101 An Education in Murder	mystery-101-an-education-in-murder-2020	2020-11-07 22:46:30	https.//palomitas.com/películas/mystery-101-an-education-in-murder-2020_Carátula grande.jpg	Carátula grande
2018	The Prey	the-prey-2018	2019-10-09 06:13:39	https.//Movie_covers.com/the-prey-2018_Poster.jpg	Poster
1980	Hangar 18	hangar-18-1980	2019-08-30 07:21:10	https.//moviemania/covers/hangar-18-1980_Carátula grande.jpg	Carátula grande
2012	Meeting Evil	meeting-evil-2012	2018-10-26 23:48:49	https.//Pelis_y_series/imágenes/meeting-evil-2012_Poster.jpg	Poster
1961	Jungle Fighters	jungle-fighters-1961	2020-07-09 20:09:43	https.//foro_pelis.es/carátulasjungle-fighters-1961_Carátula pequeña.jpg	Carátula pequeña
2012	Good Vibrations	good-vibrations-2012	2015-10-31 23:43:32	https.//moviemania/covers/good-vibrations-2012_Carátula grande.jpg	Carátula grande
1933	Ex-Lady	ex-lady-1933	2021-02-28 15:00:25	https.//foro_pelis.es/carátulasex-lady-1933_Poster.jpg	Poster
2021	Los oscares	los-oscares-2021	2021-11-21 12:19:22	https.//foro_pelis.es/carátulaslos-oscares-2021_Carátula grande.jpg	Carátula grande
2020	Dude Perfect: Backstage Pass	dude-perfect-backstage-pass-2020	2021-01-02 18:58:37	https.//forummovies.org/covers/dude-perfect-backstage-pass-2020_Poster.jpg	Poster
2011	I Love Wing Chun	i-love-wing-chun-2011	2020-07-03 02:10:43	https.//foro_pelis.es/carátulasi-love-wing-chun-2011_Carátula grande.jpg	Carátula grande
2018	Vultures	vultures-2018	2019-08-28 21:07:33	https.//foro_pelis.es/carátulasvultures-2018_Poster.jpg	Poster
2009	Creation	creation-2009	2019-07-26 20:24:53	https.//Movie_covers.com/creation-2009_Carátula_mediana.jpg	Carátula_mediana
1976	The Most Perverted Post War Crimes	the-most-perverted-post-war-crimes-1976	2021-03-29 11:52:15	https.//palomitas.com/películas/the-most-perverted-post-war-crimes-1976_Carátula grande.jpg	Carátula grande
2016	Rise of the Trolls	rise-of-the-trolls-2016	2021-01-28 11:59:51	https.//foro_pelis.es/carátulasrise-of-the-trolls-2016_Carátula grande.jpg	Carátula grande
2021	Christmas in the Wilds	christmas-in-the-wilds-2021	2021-12-07 15:27:39	https.//forummovies.org/covers/christmas-in-the-wilds-2021_Carátula_mediana.jpg	Carátula_mediana
1966	Here Is Your Life	here-is-your-life-1966	2021-09-06 02:52:31	https.//moviemania/covers/here-is-your-life-1966_Poster.jpg	Poster
2021	Everybody Loves Chris Rock	everybody-loves-chris-rock-2021	2022-01-27 05:02:21	https.//foro_pelis.es/carátulaseverybody-loves-chris-rock-2021_Carátula grande.jpg	Carátula grande
2018	Abducted	abducted-2018	2020-03-07 15:28:40	https.//cinemanía.com/imágenes/abducted-2018_Carátula pequeña.jpg	Carátula pequeña
2010	The Seminarian	the-seminarian-2010	2015-11-12 18:05:58	https.//foro_pelis.es/carátulasthe-seminarian-2010_Carátula pequeña.jpg	Carátula pequeña
1991	All I Want for Christmas	all-i-want-for-christmas-1991	2022-05-30 13:39:06	https.//forummovies.org/covers/all-i-want-for-christmas-1991_Poster.jpg	Poster
2020	The Netflix Afterparty The Best Shows of the Worst Year	the-netflix-afterparty-the-best-shows-of-the-worst-year-2020	2021-02-20 18:11:41	https.//palomitas.com/películas/the-netflix-afterparty-the-best-shows-of-the-worst-year-2020_Carátula pequeña.jpg	Carátula pequeña
2007	Kingdom of War: Part 1	kingdom-of-war-part-1-2007	2021-06-23 00:47:24	https.//forummovies.org/covers/kingdom-of-war-part-1-2007_Poster.jpg	Poster
2000	Timecode	timecode-2000	2021-01-28 08:26:25	https.//Movie_covers.com/timecode-2000_Carátula_mediana.jpg	Carátula_mediana
2015	Guns for Hire	guns-for-hire-2015	2016-09-17 02:52:53	https.//forummovies.org/covers/guns-for-hire-2015_Carátula grande.jpg	Carátula grande
1972	The Effect of Gamma Rays on Man-in-the-Moon Marigolds	the-effect-of-gamma-rays-on-man-in-the-moon-marigolds-1972	2018-08-13 22:11:54	https.//palomitas.com/películas/the-effect-of-gamma-rays-on-man-in-the-moon-marigolds-1972_Carátula pequeña.jpg	Carátula pequeña
2015	Chasing Valentine	chasing-valentine-2015	2018-04-22 22:26:11	https.//foro_pelis.es/carátulaschasing-valentine-2015_Carátula_mediana.jpg	Carátula_mediana
1971	Skin Game	skin-game-1971	2021-10-14 09:00:13	https.//Pelis_y_series/imágenes/skin-game-1971_Carátula_mediana.jpg	Carátula_mediana
2012	Scooby-Doo! Haunted Holidays	scooby-doo-haunted-holidays-2012	2020-10-02 11:23:51	https.//palomitas.com/películas/scooby-doo-haunted-holidays-2012_Poster.jpg	Poster
1999	The Woman Chaser	the-woman-chaser-1999	2021-11-10 23:04:24	https.//forummovies.org/covers/the-woman-chaser-1999_Carátula grande.jpg	Carátula grande
2021	The Diary of Vaino Vahing	the-diary-of-vaino-vahing-2021	2022-08-23 17:50:58	https.//cinemanía.com/imágenes/the-diary-of-vaino-vahing-2021_Carátula_mediana.jpg	Carátula_mediana
2020	Ludo	ludo-2020	2020-12-26 02:40:28	https.//palomitas.com/películas/ludo-2020_Carátula_mediana.jpg	Carátula_mediana
2014	Better Living Through Chemistry	better-living-through-chemistry-2014	2019-05-23 08:58:55	https.//palomitas.com/películas/better-living-through-chemistry-2014_Carátula_mediana.jpg	Carátula_mediana
2016	Down Under	down-under-2016	2017-01-10 03:20:56	https.//forummovies.org/covers/down-under-2016_Carátula pequeña.jpg	Carátula pequeña
1979	Assassination on the Tiber	assassination-on-the-tiber-1979	2021-12-01 22:03:05	https.//moviemania/covers/assassination-on-the-tiber-1979_Carátula_mediana.jpg	Carátula_mediana
2013	Texas Chainsaw	texas-chainsaw-2013	2015-11-01 01:58:11	https.//moviemania/covers/texas-chainsaw-2013_Carátula_mediana.jpg	Carátula_mediana
2016	X-Men: Apocalypse	x-men-apocalypse-2016	2016-09-09 04:13:27	https.//palomitas.com/películas/x-men-apocalypse-2016_Carátula pequeña.jpg	Carátula pequeña
2020	23 Walks	23-walks-2020	2020-10-28 02:45:53	https.//foro_pelis.es/carátulas23-walks-2020_Poster.jpg	Poster
2011	The Future	the-future-2011	2021-01-03 06:31:55	https.//Movie_covers.com/the-future-2011_Poster.jpg	Poster
2013	Hansel & Gretel Get Baked	hansel-gretel-get-baked-2013	2015-10-31 23:49:45	https.//palomitas.com/películas/hansel-gretel-get-baked-2013_Carátula grande.jpg	Carátula grande
2013	Wer	wer-2013	2021-01-05 11:27:02	https.//Movie_covers.com/wer-2013_Carátula grande.jpg	Carátula grande
1920	Outside the Law	outside-the-law-1920	2022-06-13 01:40:59	https.//foro_pelis.es/carátulasoutside-the-law-1920_Carátula pequeña.jpg	Carátula pequeña
1951	Strangers on a Train	strangers-on-a-train-1951	2015-11-01 01:46:20	https.//palomitas.com/películas/strangers-on-a-train-1951_Poster.jpg	Poster
2010	Trader Games	trader-games-2010	2020-12-09 00:23:58	https.//Pelis_y_series/imágenes/trader-games-2010_Poster.jpg	Poster
2021	Naktine zvejyba	naktine-zvejyba-2021	2021-10-10 12:07:22	https.//forummovies.org/covers/naktine-zvejyba-2021_Carátula grande.jpg	Carátula grande
2019	Deerskin	deerskin-2019	2020-10-25 01:53:03	https.//Pelis_y_series/imágenes/deerskin-2019_Carátula pequeña.jpg	Carátula pequeña
2018	Hide in the Light	hide-in-the-light-2018	2018-12-03 22:03:16	https.//Pelis_y_series/imágenes/hide-in-the-light-2018_Poster.jpg	Poster
1963	The Girl Hunters	the-girl-hunters-1963	2021-09-23 10:43:02	https.//foro_pelis.es/carátulasthe-girl-hunters-1963_Carátula_mediana.jpg	Carátula_mediana
1979	Lupin III: The Castle of Cagliostro	lupin-iii-the-castle-of-cagliostro-1979	2019-04-17 12:57:22	https.//Movie_covers.com/lupin-iii-the-castle-of-cagliostro-1979_Carátula grande.jpg	Carátula grande
1961	Mothra	mothra-1961	2019-07-17 01:08:23	https.//forummovies.org/covers/mothra-1961_Poster.jpg	Poster
